ID, MSE, PSNR, SSIM, LPIPS
158, 0.01276776, 18.93885382, 0.80982983, 0.19523264 
159, 0.01223808, 19.12286558, 0.81568474, 0.19510995 
160, 0.01241667, 19.05994760, 0.81901354, 0.19658324 
161, 0.01267828, 18.96939709, 0.81784040, 0.19418806 
162, 0.01265172, 18.97850585, 0.81955665, 0.19315773 
163, 0.01272041, 18.95499057, 0.82151920, 0.19204338 
164, 0.01305228, 18.84313678, 0.81989205, 0.18552151 
165, 0.01327616, 18.76927439, 0.82032627, 0.18427047 
166, 0.01356484, 18.67585326, 0.82192403, 0.19081007 
167, 0.01376546, 18.61209393, 0.82412076, 0.19020067 
168, 0.01414283, 18.49463767, 0.82199383, 0.18524535 
169, 0.01474913, 18.31233562, 0.82298774, 0.18661812 
170, 0.01454933, 18.37157037, 0.82491857, 0.18424708 
171, 0.01366240, 18.64473072, 0.82547188, 0.18230398 
172, 0.01309421, 18.82920758, 0.82148826, 0.18670727 
173, 0.01225675, 19.11624774, 0.82471800, 0.19039512 
174, 0.01153812, 19.37864984, 0.82727987, 0.18782927 
175, 0.01149331, 19.39555007, 0.82566983, 0.18576434 
176, 0.01169385, 19.32042337, 0.82449704, 0.18430370 
177, 0.01233639, 19.08811939, 0.82344311, 0.18084005 
178, 0.01309975, 18.82736852, 0.82109636, 0.18141925 
179, 0.01378124, 18.60711697, 0.82078409, 0.18654090 
180, 0.01457742, 18.36319321, 0.82218456, 0.17259210 
181, 0.01541902, 18.11943350, 0.81974250, 0.17063946 
182, 0.01554978, 18.08275677, 0.81681430, 0.17503497 
183, 0.01574556, 18.02841897, 0.81342703, 0.17577948 
184, 0.01600095, 17.95854213, 0.80990869, 0.18123147 
185, 0.01640064, 17.85139084, 0.80642629, 0.18683991 
186, 0.01681988, 17.74177170, 0.80513167, 0.19070950 
187, 0.01705843, 17.68060841, 0.80187291, 0.19475552 
188, 0.01711784, 17.66550960, 0.79781979, 0.19911948 
189, 0.01697315, 17.70237623, 0.79578638, 0.19586377 
190, 0.01690193, 17.72063633, 0.79489696, 0.19948398 
191, 0.01675193, 17.75935099, 0.79203868, 0.21152970 
192, 0.01651874, 17.82022985, 0.78994703, 0.20823744 
193, 0.01621948, 17.89963174, 0.79036081, 0.21095547 
194, 0.01585267, 17.99897601, 0.79022950, 0.20545483 
195, 0.01516474, 18.19165154, 0.78565598, 0.20556229 
196, 0.01475265, 18.31130052, 0.78448284, 0.21988422 
197, 0.01450081, 18.38607854, 0.78232181, 0.22408965 
198, 0.01388809, 18.57357597, 0.78498620, 0.23077378 
199, 0.01371915, 18.62672829, 0.78275347, 0.23534526 
AVERAGES: 0.0125, 19.117, 0.832, 0.172
